1,1000,6.4
1,2000,6.8
1,4000,7.3
1,8000,9.1
1,16000,11.3
1,32000,16.4
1,64000,50.4
1,128000,88.8
1,256000,187.7
1,512000,357
2,1000,23.6
2,2000,24.3
2,4000,25.4
2,8000,28
2,16000,33.4
2,32000,43.8
2,64000,135.4
2,128000,191.6
2,256000,421.6
2,512000,730.7
3,1000,55.4
3,2000,57.1
3,4000,59.1
3,8000,62.5
3,16000,69.5
3,32000,90.6
3,64000,261.1
3,128000,339.7
3,256000,611.3
3,512000,1151.9
